Time,Driver,LapTime,LapNumber,Stint,Compound,TyreLife,TrackStatus,IsPersonalBest,LapTime_Seconds,RollingAvgLapTime,BaselineLapTime,LapTimeDelta,DegradationRate,AirTemp,TrackTemp,Humidity,WindSpeed
0 days 02:25:29.527000,ALB,0 days 00:01:32.076000,53.0,2.0,HARD,31.0,1,False,92.076,92.116,92.07,0.006000000000000227,-0.06800000000001205,26.9,32.9,58.0,3.5
0 days 02:25:30.179000,HUL,0 days 00:01:32.065000,53.0,2.0,MEDIUM,20.0,1,False,92.065,92.13566666666668,92.195,-0.12999999999999545,-0.07900000000000773,26.9,32.9,58.0,3.5
0 days 02:25:35.530000,ZHO,0 days 00:01:32.119000,53.0,2.0,MEDIUM,22.0,1,False,92.119,92.05566666666668,91.905,0.21399999999999864,-0.07399999999999807,26.9,32.9,58.0,3.5
0 days 02:25:41.495000,NOR,0 days 00:01:33.073000,53.0,2.0,HARD,49.0,1,False,93.07300000000001,93.27066666666667,93.237,-0.16399999999998727,-0.16100000000000136,26.9,32.9,58.0,3.5
0 days 02:25:46.383000,DEV,0 days 00:01:32.072000,53.0,2.0,HARD,38.0,1,False,92.072,92.085,93.018,-0.945999999999998,-0.0589999999999975,26.9,32.9,58.0,3.5
0 days 02:25:54.455000,VER,0 days 00:01:30.492000,54.0,2.0,MEDIUM,9.0,1,False,90.492,90.46999999999998,90.837,-0.34499999999999886,-0.053999999999987836,26.9,32.9,58.0,4.0
0 days 02:25:57.518000,PER,0 days 00:01:30.716000,54.0,2.0,HARD,34.0,1,False,90.71600000000001,90.69766666666668,91.444,-0.7279999999999944,0.028000000000005798,26.9,32.9,58.0,4.0
0 days 02:26:08.493000,PIA,0 days 00:01:32.606000,53.0,2.0,HARD,48.0,1,False,92.606,92.584,93.89500000000001,-1.2890000000000157,0.04800000000000182,26.9,32.9,58.0,4.0
0 days 02:26:17.258000,ALO,0 days 00:01:31.454000,54.0,2.0,HARD,31.0,1,False,91.45400000000001,91.81366666666668,92.394,-0.9399999999999977,-0.2809999999999917,26.9,32.9,58.0,4.0
0 days 02:26:18.134000,SAR,0 days 00:01:34.326000,53.0,2.0,HARD,51.0,1,False,94.326,93.19466666666665,93.789,0.5369999999999919,1.7039999999999935,26.9,32.9,58.0,4.0
0 days 02:26:24.619000,RUS,0 days 00:01:31.615000,54.0,2.0,HARD,37.0,1,False,91.615,91.54833333333333,94.12,-2.5050000000000097,0.024999999999991473,26.9,32.9,58.0,4.0
0 days 02:26:27.806000,SAI,0 days 00:01:31.554000,54.0,2.0,HARD,36.0,1,False,91.554,91.694,92.354,-0.7999999999999972,-0.4230000000000018,26.9,32.9,58.0,4.0
0 days 02:26:42.390000,HAM,0 days 00:01:31.303000,54.0,2.0,MEDIUM,17.0,1,False,91.303,91.34633333333333,91.729,-0.42600000000000193,-0.07699999999999818,26.9,32.9,58.0,4.0
