Driver,LapNumber,LapTime_Seconds,Compound,TyreLife,Stint,TrackTemp,AirTemp,Race
OCO,5.0,80.792,SOFT,8.0,1.0,31.75,22.2,2023_Spain
TSU,13.0,79.767,HARD,3.0,2.0,31.75,22.2,2023_Spain
NOR,33.0,91.445,HARD,19.0,2.0,32.8,26.9,2023_Abu_Dhabi
GAS,28.0,79.996,MEDIUM,9.0,2.0,31.75,22.2,2023_Spain
SAI,60.0,70.044,HARD,15.0,4.0,32.0,22.5,2023_Austria
PIA,26.0,80.828,HARD,9.0,2.0,31.75,22.2,2023_Spain
DEV,38.0,129.789,SOFT,6.0,3.0,29.8,21.5,2023_Britain
HUL,33.0,103.896,HARD,28.0,3.0,39.0,22.1,2024_Japan
ALB,44.0,84.795,HARD,15.0,3.0,45.1,28.9,2024_Hungary
SAR,34.0,77.666,SOFT,11.0,3.0,39.5,25.3,2023_Monaco
PER,48.0,99.961,HARD,25.0,3.0,29.9,18.7,2024_China
NOR,47.0,100.433,HARD,10.0,5.0,30.6,27.1,2023_Bahrain
VER,25.0,92.933,HARD,7.0,2.0,31.6,26.0,2023_Saudi_Arabia
RUS,46.0,88.192,HARD,12.0,3.0,32.8,26.9,2023_Abu_Dhabi
NOR,41.0,86.576,HARD,2.0,3.0,38.55,20.7,2024_Australia
OCO,66.0,80.663,HARD,29.0,3.0,41.150000000000006,24.1,2024_Spain
VER,12.0,91.894,MEDIUM,12.0,1.0,25.4,15.9,2024_Britain
TSU,3.0,113.774,MEDIUM,3.0,1.0,28.2,17.9,2023_Belgium
STR,4.0,72.083,MEDIUM,4.0,2.0,32.0,22.5,2023_Austria
TSU,34.0,97.793,HARD,12.0,4.0,39.0,22.1,2024_Japan
PIA,20.0,96.984,HARD,8.0,3.0,39.0,22.1,2024_Japan
RUS,5.0,95.423,MEDIUM,5.0,1.0,31.6,26.0,2023_Saudi_Arabia
VER,41.0,89.003,HARD,25.0,2.0,32.8,26.9,2023_Abu_Dhabi
SAR,43.0,75.763,HARD,29.0,3.0,32.0,22.5,2023_Austria
HAM,18.0,78.37,MEDIUM,18.0,1.0,39.5,25.3,2023_Monaco
TSU,60.0,79.796,SOFT,16.0,4.0,41.150000000000006,24.1,2024_Spain
NOR,40.0,79.881,MEDIUM,18.0,3.0,31.75,22.2,2023_Spain
VER,51.0,68.15,MEDIUM,2.0,4.0,32.0,22.5,2023_Austria
SAI,9.0,96.378,MEDIUM,9.0,1.0,31.6,26.0,2023_Saudi_Arabia
DEV,16.0,71.185,HARD,4.0,3.0,32.0,22.5,2023_Austria
OCO,26.0,81.033,MEDIUM,13.0,2.0,41.150000000000006,24.1,2024_Spain
OCO,24.0,82.759,HARD,8.0,3.0,38.55,20.7,2024_Australia
MAG,25.0,94.037,MEDIUM,25.0,1.0,29.8,21.5,2023_Britain
GAS,35.0,83.225,HARD,18.0,2.0,38.55,20.7,2024_Australia
LEC,21.0,89.724,HARD,4.0,2.0,32.8,26.9,2023_Abu_Dhabi
RUS,18.0,114.223,MEDIUM,18.0,1.0,28.2,17.9,2023_Belgium
HAM,64.0,78.579,SOFT,17.0,3.0,31.75,22.2,2023_Spain
ZHO,9.0,86.163,SOFT,9.0,1.0,31.75,22.2,2023_Spain
TSU,14.0,95.575,HARD,7.0,2.0,31.5,25.5,2024_Saudi_Arabia
DEV,22.0,97.424,HARD,5.0,2.0,31.6,26.0,2023_Saudi_Arabia
MAG,56.0,70.861,HARD,23.0,4.0,32.0,22.5,2023_Austria
PER,58.0,70.151,MEDIUM,12.0,3.0,46.5,29.5,2024_Austria
TSU,42.0,90.319,SOFT,4.0,3.0,25.4,15.9,2024_Britain
RIC,31.0,143.797,MEDIUM,17.0,2.0,29.9,18.7,2024_China
BOT,10.0,82.314,SOFT,10.0,1.0,41.150000000000006,24.1,2024_Spain
MAG,10.0,95.834,HARD,2.0,2.0,31.6,26.0,2023_Saudi_Arabia
PER,21.0,82.051,HARD,7.0,2.0,38.55,20.7,2024_Australia
VER,47.0,88.304,HARD,18.0,2.0,31.3,26.8,2024_Abu_Dhabi
PER,44.0,82.929,MEDIUM,5.0,3.0,48.650000000000006,29.0,2023_Hungary
ZHO,8.0,77.254,HARD,7.0,2.0,39.5,25.3,2023_Monaco
ALB,17.0,104.306,HARD,11.0,2.0,38.55,20.7,2024_Australia
OCO,15.0,78.018,MEDIUM,15.0,1.0,39.5,25.3,2023_Monaco
NOR,19.0,70.273,HARD,5.0,3.0,32.0,22.5,2023_Austria
ZHO,9.0,85.889,SOFT,9.0,1.0,41.150000000000006,24.1,2024_Spain
HAM,39.0,88.001,MEDIUM,6.0,2.0,31.3,26.8,2024_Abu_Dhabi
HAM,49.0,82.906,HARD,9.0,3.0,45.1,28.9,2024_Hungary
ALB,35.0,105.202,INTERMEDIATE,8.0,2.0,25.4,15.9,2024_Britain
ZHO,6.0,82.951,SOFT,6.0,1.0,41.150000000000006,24.1,2024_Spain
NOR,30.0,88.235,HARD,4.0,2.0,31.3,26.8,2024_Abu_Dhabi
DEV,29.0,95.759,HARD,12.0,2.0,31.6,26.0,2023_Saudi_Arabia
RUS,16.0,100.24,MEDIUM,1.0,2.0,41.150000000000006,24.1,2024_Spain
RUS,3.0,95.3,MEDIUM,3.0,1.0,31.6,26.0,2023_Saudi_Arabia
NOR,55.0,80.294,HARD,16.0,3.0,38.55,20.7,2024_Australia
OCO,55.0,71.047,HARD,15.0,4.0,32.0,22.5,2023_Austria
SAI,20.0,96.034,HARD,6.0,2.0,23.5,18.2,2024_Bahrain
SAI,53.0,79.259,HARD,17.0,3.0,41.150000000000006,24.1,2024_Spain
RUS,45.0,92.917,HARD,27.0,2.0,31.6,26.0,2023_Saudi_Arabia
LEC,38.0,80.949,HARD,4.0,3.0,38.55,20.7,2024_Australia
OCO,45.0,90.952,MEDIUM,7.0,5.0,25.4,15.9,2024_Britain
ALB,7.0,71.836,MEDIUM,7.0,1.0,46.5,29.5,2024_Austria
OCO,35.0,102.995,INTERMEDIATE,9.0,4.0,25.4,15.9,2024_Britain
LEC,35.0,80.361,SOFT,19.0,2.0,31.75,22.2,2023_Spain
ALB,71.0,70.604,HARD,30.0,4.0,32.0,22.5,2023_Austria
RIC,16.0,100.994,MEDIUM,2.0,2.0,29.9,18.7,2024_China
LEC,60.0,78.619,HARD,44.0,3.0,31.75,22.2,2023_Spain
VER,7.0,84.487,MEDIUM,10.0,1.0,48.650000000000006,29.0,2023_Hungary
SAR,8.0,118.908,SOFT,8.0,1.0,28.2,17.9,2023_Belgium
SAI,18.0,93.302,MEDIUM,18.0,1.0,29.8,21.5,2023_Britain
TSU,11.0,97.895,HARD,4.0,3.0,39.0,22.1,2024_Japan
PIA,16.0,81.532,SOFT,19.0,1.0,41.150000000000006,24.1,2024_Spain
HAM,27.0,77.322,MEDIUM,27.0,1.0,39.5,25.3,2023_Monaco
HAM,26.0,100.792,MEDIUM,26.0,1.0,25.4,15.9,2024_Britain
TSU,61.0,71.661,MEDIUM,18.0,5.0,32.0,22.5,2023_Austria
PIA,6.0,95.359,HARD,5.0,2.0,31.6,26.0,2023_Saudi_Arabia
ZHO,73.0,90.119,INTERMEDIATE,21.0,3.0,39.5,25.3,2023_Monaco
SAR,7.0,79.239,MEDIUM,7.0,1.0,39.5,25.3,2023_Monaco
OCO,44.0,81.597,HARD,9.0,4.0,38.55,20.7,2024_Australia
ZHO,32.0,72.217,MEDIUM,4.0,2.0,46.5,29.5,2024_Austria
ZHO,47.0,88.682,HARD,8.0,3.0,31.3,26.8,2024_Abu_Dhabi
MAG,11.0,79.824,HARD,11.0,1.0,39.5,25.3,2023_Monaco
HAM,45.0,70.877,HARD,24.0,2.0,46.5,29.5,2024_Austria
STR,8.0,84.4,SOFT,11.0,1.0,45.1,28.9,2024_Hungary
BOT,56.0,98.16,HARD,27.0,3.0,30.6,27.1,2023_Bahrain
RUS,43.0,95.193,HARD,12.0,3.0,23.5,18.2,2024_Bahrain
SAI,62.0,79.365,HARD,26.0,3.0,41.150000000000006,24.1,2024_Spain
ZHO,16.0,70.647,HARD,8.0,3.0,32.0,22.5,2023_Austria
PER,43.0,90.229,MEDIUM,6.0,4.0,25.4,15.9,2024_Britain
NOR,11.0,82.936,MEDIUM,11.0,1.0,38.55,20.7,2024_Australia
PIA,52.0,81.861,MEDIUM,6.0,3.0,45.1,28.9,2024_Hungary
DEV,2.0,101.289,SOFT,2.0,1.0,30.6,27.1,2023_Bahrain
BOT,39.0,87.553,HARD,34.0,2.0,31.75,22.2,2023_Spain
RUS,46.0,95.115,MEDIUM,10.0,4.0,39.0,22.1,2024_Japan
TSU,52.0,92.78,SOFT,20.0,3.0,29.8,21.5,2023_Britain
TSU,22.0,117.058,MEDIUM,13.0,2.0,28.2,17.9,2023_Belgium
PIA,15.0,93.267,MEDIUM,15.0,1.0,29.8,21.5,2023_Britain
VER,33.0,79.189,HARD,7.0,2.0,31.75,22.2,2023_Spain
NOR,4.0,82.609,MEDIUM,4.0,1.0,38.55,20.7,2024_Australia
TSU,2.0,122.36,HARD,1.0,2.0,32.0,22.5,2023_Austria
SAR,56.0,103.148,HARD,32.0,3.0,29.9,18.7,2024_China
MAG,25.0,78.694,HARD,25.0,1.0,39.5,25.3,2023_Monaco
NOR,26.0,91.567,MEDIUM,26.0,1.0,31.3,26.8,2024_Abu_Dhabi
GAS,3.0,71.19,MEDIUM,3.0,1.0,46.5,29.5,2024_Austria
STR,28.0,84.903,MEDIUM,15.0,2.0,45.1,28.9,2024_Hungary
STR,58.0,79.251,HARD,24.0,3.0,31.75,22.2,2023_Spain
PIA,30.0,82.52,HARD,22.0,2.0,38.55,20.7,2024_Australia
HAM,33.0,102.435,INTERMEDIATE,6.0,2.0,25.4,15.9,2024_Britain
LEC,26.0,77.879,HARD,26.0,1.0,39.5,25.3,2023_Monaco
BOT,52.0,82.792,HARD,7.0,3.0,45.1,28.9,2024_Hungary
TSU,16.0,93.209,MEDIUM,16.0,1.0,25.4,15.9,2024_Britain
PIA,15.0,90.649,HARD,2.0,2.0,32.8,26.9,2023_Abu_Dhabi
MAG,28.0,86.022,HARD,22.0,2.0,45.1,28.9,2024_Hungary
SAI,8.0,78.637,HARD,8.0,1.0,39.5,25.3,2023_Monaco
HUL,24.0,96.626,HARD,4.0,3.0,23.5,18.2,2024_Bahrain
SAI,20.0,97.314,MEDIUM,6.0,3.0,39.0,22.1,2024_Japan
HAM,50.0,69.371,MEDIUM,8.0,4.0,32.0,22.5,2023_Austria
HUL,29.0,85.316,HARD,16.0,2.0,48.650000000000006,29.0,2023_Hungary
LEC,40.0,70.896,MEDIUM,25.0,3.0,32.0,22.5,2023_Austria
PIA,69.0,77.371,HARD,69.0,2.0,47.25,21.6,2024_Monaco
NOR,41.0,78.911,MEDIUM,18.0,2.0,41.150000000000006,24.1,2024_Spain
LEC,43.0,99.908,HARD,22.0,2.0,29.9,18.7,2024_China
SAI,13.0,92.251,MEDIUM,13.0,1.0,25.4,15.9,2024_Britain
ALB,40.0,71.191,HARD,26.0,3.0,32.0,22.5,2023_Austria
OCO,44.0,79.81,HARD,7.0,3.0,41.150000000000006,24.1,2024_Spain
ALO,46.0,81.344,HARD,6.0,3.0,38.55,20.7,2024_Australia
OCO,7.0,126.224,MEDIUM,1.0,2.0,28.2,17.9,2023_Belgium
GAS,23.0,98.104,HARD,11.0,2.0,23.5,18.2,2024_Bahrain
RUS,55.0,97.86,HARD,24.0,3.0,30.6,27.1,2023_Bahrain
STR,63.0,72.987,HARD,21.0,3.0,46.5,29.5,2024_Austria
HUL,33.0,89.331,HARD,20.0,2.0,31.3,26.8,2024_Abu_Dhabi
ALB,3.0,95.776,MEDIUM,3.0,1.0,31.3,26.8,2024_Abu_Dhabi
BOT,15.0,84.92,HARD,11.0,2.0,48.650000000000006,29.0,2023_Hungary
TSU,19.0,97.396,HARD,5.0,2.0,23.5,18.2,2024_Bahrain
SAI,38.0,81.412,HARD,22.0,2.0,38.55,20.7,2024_Australia
VER,45.0,92.968,HARD,27.0,2.0,31.6,26.0,2023_Saudi_Arabia
HAM,40.0,101.5,HARD,19.0,3.0,29.9,18.7,2024_China
PIA,39.0,84.24,HARD,22.0,2.0,45.1,28.9,2024_Hungary
HUL,16.0,80.281,HARD,15.0,2.0,39.5,25.3,2023_Monaco
TSU,8.0,71.534,HARD,7.0,3.0,32.0,22.5,2023_Austria
LEC,49.0,70.568,MEDIUM,17.0,4.0,46.5,29.5,2024_Austria
MAG,65.0,85.434,HARD,29.0,3.0,48.650000000000006,29.0,2023_Hungary
STR,39.0,78.498,HARD,40.0,1.0,39.5,25.3,2023_Monaco
NOR,44.0,80.613,HARD,5.0,3.0,38.55,20.7,2024_Australia
OCO,42.0,70.432,HARD,2.0,4.0,32.0,22.5,2023_Austria
SAI,3.0,80.571,SOFT,6.0,1.0,31.75,22.2,2023_Spain
HAM,25.0,93.087,MEDIUM,25.0,1.0,29.8,21.5,2023_Britain
TSU,68.0,137.012,INTERMEDIATE,15.0,2.0,39.5,25.3,2023_Monaco
SAR,34.0,100.392,HARD,12.0,3.0,39.0,22.1,2024_Japan
LEC,36.0,69.894,MEDIUM,4.0,4.0,46.5,29.5,2024_Austria
NOR,20.0,97.704,MEDIUM,20.0,1.0,25.4,15.9,2024_Britain
ALB,23.0,71.05,HARD,9.0,3.0,32.0,22.5,2023_Austria
LEC,41.0,70.368,MEDIUM,9.0,4.0,46.5,29.5,2024_Austria
PIA,51.0,70.073,MEDIUM,10.0,5.0,32.0,22.5,2023_Austria
PER,23.0,81.849,HARD,9.0,2.0,38.55,20.7,2024_Australia
SAR,17.0,114.913,MEDIUM,9.0,2.0,28.2,17.9,2023_Belgium
VER,22.0,97.651,SOFT,8.0,2.0,30.6,27.1,2023_Bahrain
RUS,48.0,76.798,HARD,48.0,1.0,39.5,25.3,2023_Monaco
SAR,18.0,74.433,MEDIUM,23.0,2.0,46.5,29.5,2024_Austria
LEC,21.0,81.497,SOFT,21.0,1.0,41.150000000000006,24.1,2024_Spain
LEC,13.0,91.989,MEDIUM,13.0,1.0,25.4,15.9,2024_Britain
ALO,15.0,83.138,HARD,16.0,1.0,38.55,20.7,2024_Australia
ZHO,23.0,72.674,HARD,23.0,1.0,46.5,29.5,2024_Austria
ZHO,15.0,90.762,HARD,2.0,2.0,32.8,26.9,2023_Abu_Dhabi
ZHO,30.0,93.006,HARD,6.0,2.0,29.8,21.5,2023_Britain
ALB,53.0,84.342,HARD,22.0,3.0,48.650000000000006,29.0,2023_Hungary
LEC,37.0,96.135,HARD,11.0,3.0,39.0,22.1,2024_Japan
HAM,23.0,79.089,MEDIUM,22.0,2.0,47.25,21.6,2024_Monaco
SAR,16.0,99.404,HARD,15.0,2.0,39.0,22.1,2024_Japan
HUL,3.0,86.309,MEDIUM,6.0,1.0,48.650000000000006,29.0,2023_Hungary
HUL,11.0,85.07,HARD,11.0,1.0,38.55,20.7,2024_Australia
ALO,6.0,113.643,MEDIUM,6.0,1.0,28.2,17.9,2023_Belgium
SAI,76.0,76.328,HARD,75.0,2.0,47.25,21.6,2024_Monaco
SAI,64.0,84.291,HARD,23.0,3.0,48.650000000000006,29.0,2023_Hungary
ZHO,12.0,128.193,HARD,5.0,4.0,39.0,22.1,2024_Japan
OCO,2.0,99.094,SOFT,2.0,1.0,23.5,18.2,2024_Bahrain
HUL,26.0,102.931,HARD,15.0,2.0,30.6,27.1,2023_Bahrain
PIA,23.0,79.52,HARD,23.0,1.0,39.5,25.3,2023_Monaco
HAM,52.0,78.621,SOFT,5.0,3.0,31.75,22.2,2023_Spain
MAG,14.0,114.434,MEDIUM,9.0,2.0,28.2,17.9,2023_Belgium
OCO,52.0,96.232,MEDIUM,19.0,4.0,39.0,22.1,2024_Japan
PER,41.0,80.998,HARD,6.0,3.0,38.55,20.7,2024_Australia
HUL,48.0,70.492,HARD,9.0,3.0,46.5,29.5,2024_Austria
NOR,10.0,80.972,HARD,10.0,2.0,47.25,21.6,2024_Monaco
RUS,37.0,95.481,HARD,6.0,3.0,23.5,18.2,2024_Bahrain
DEV,9.0,97.249,MEDIUM,9.0,1.0,31.6,26.0,2023_Saudi_Arabia
SAR,50.0,83.12,SOFT,27.0,3.0,39.5,25.3,2023_Monaco
SAI,59.0,82.281,MEDIUM,12.0,3.0,45.1,28.9,2024_Hungary
PER,18.0,100.199,HARD,5.0,2.0,29.9,18.7,2024_China
RIC,32.0,95.804,HARD,25.0,2.0,31.5,25.5,2024_Saudi_Arabia
ALO,63.0,70.037,MEDIUM,19.0,4.0,32.0,22.5,2023_Austria
ALB,56.0,69.86,HARD,15.0,4.0,32.0,22.5,2023_Austria
NOR,17.0,96.776,HARD,4.0,2.0,23.5,18.2,2024_Bahrain
GAS,56.0,86.911,HARD,15.0,3.0,38.55,20.7,2024_Australia
BOT,65.0,81.432,HARD,37.0,3.0,41.150000000000006,24.1,2024_Spain
RIC,20.0,97.865,HARD,7.0,2.0,23.5,18.2,2024_Bahrain
LEC,71.0,75.162,HARD,70.0,2.0,47.25,21.6,2024_Monaco
SAI,28.0,98.474,HARD,15.0,2.0,30.6,27.1,2023_Bahrain
SAI,65.0,97.838,INTERMEDIATE,10.0,3.0,39.5,25.3,2023_Monaco
ALO,60.0,83.75,HARD,24.0,3.0,45.1,28.9,2024_Hungary
VER,62.0,78.301,SOFT,18.0,3.0,41.150000000000006,24.1,2024_Spain
RIC,5.0,93.263,MEDIUM,5.0,1.0,25.4,15.9,2024_Britain
OCO,17.0,71.507,HARD,3.0,3.0,32.0,22.5,2023_Austria
SAR,31.0,71.141,HARD,17.0,3.0,32.0,22.5,2023_Austria
RUS,24.0,94.256,HARD,17.0,2.0,31.5,25.5,2024_Saudi_Arabia
SAI,39.0,94.709,HARD,4.0,3.0,23.5,18.2,2024_Bahrain
RUS,45.0,96.343,HARD,37.0,2.0,38.55,20.7,2024_Australia
HUL,34.0,85.729,HARD,21.0,2.0,48.650000000000006,29.0,2023_Hungary
RUS,68.0,75.931,MEDIUM,67.0,2.0,47.25,21.6,2024_Monaco
HUL,15.0,85.081,HARD,13.0,2.0,45.1,28.9,2024_Hungary
NOR,68.0,91.037,INTERMEDIATE,14.0,3.0,39.5,25.3,2023_Monaco
GAS,9.0,103.691,MEDIUM,9.0,1.0,29.9,18.7,2024_China
PIA,20.0,92.66,MEDIUM,20.0,1.0,29.8,21.5,2023_Britain
DOO,49.0,89.617,HARD,27.0,2.0,31.3,26.8,2024_Abu_Dhabi
HAM,7.0,81.463,MEDIUM,6.0,2.0,47.25,21.6,2024_Monaco
PER,34.0,92.631,HARD,27.0,2.0,31.5,25.5,2024_Saudi_Arabia
PIA,23.0,93.715,HARD,17.0,2.0,31.5,25.5,2024_Saudi_Arabia
VER,24.0,92.683,HARD,17.0,2.0,31.5,25.5,2024_Saudi_Arabia
NOR,3.0,84.393,MEDIUM,3.0,1.0,45.1,28.9,2024_Hungary
PIA,31.0,78.449,HARD,31.0,2.0,47.25,21.6,2024_Monaco
SAR,60.0,75.58,MEDIUM,3.0,3.0,47.25,21.6,2024_Monaco
ZHO,14.0,72.337,HARD,14.0,1.0,46.5,29.5,2024_Austria
RUS,43.0,79.306,HARD,7.0,3.0,41.150000000000006,24.1,2024_Spain
LEC,53.0,88.518,HARD,33.0,2.0,31.3,26.8,2024_Abu_Dhabi
HUL,26.0,91.444,HARD,13.0,2.0,32.8,26.9,2023_Abu_Dhabi
GAS,13.0,81.53,MEDIUM,12.0,2.0,47.25,21.6,2024_Monaco
BOT,17.0,72.747,HARD,17.0,2.0,32.0,22.5,2023_Austria
HUL,34.0,117.385,HARD,1.0,4.0,39.0,22.1,2024_Japan
PER,12.0,85.25,HARD,15.0,1.0,48.650000000000006,29.0,2023_Hungary
SAR,35.0,82.383,HARD,18.0,2.0,31.75,22.2,2023_Spain
ALO,50.0,91.999,SOFT,20.0,2.0,29.8,21.5,2023_Britain
STR,47.0,79.477,HARD,13.0,3.0,31.75,22.2,2023_Spain
MAG,7.0,103.93,HARD,7.0,1.0,29.9,18.7,2024_China
NOR,13.0,79.82,HARD,13.0,2.0,47.25,21.6,2024_Monaco
TSU,10.0,93.438,MEDIUM,10.0,1.0,25.4,15.9,2024_Britain
ZHO,42.0,69.895,HARD,4.0,4.0,32.0,22.5,2023_Austria
ALO,55.0,83.108,HARD,19.0,3.0,45.1,28.9,2024_Hungary
VER,32.0,83.134,HARD,11.0,2.0,45.1,28.9,2024_Hungary
LEC,55.0,77.444,HARD,54.0,2.0,47.25,21.6,2024_Monaco
STR,7.0,103.261,SOFT,7.0,1.0,29.9,18.7,2024_China
HAM,31.0,83.585,HARD,15.0,2.0,45.1,28.9,2024_Hungary
ALO,34.0,99.452,SOFT,11.0,3.0,29.9,18.7,2024_China
RUS,2.0,115.207,MEDIUM,2.0,1.0,28.2,17.9,2023_Belgium
STR,37.0,99.444,HARD,7.0,5.0,29.9,18.7,2024_China
MAG,9.0,113.819,MEDIUM,4.0,2.0,28.2,17.9,2023_Belgium
STR,39.0,69.608,HARD,3.0,4.0,32.0,22.5,2023_Austria
ZHO,24.0,71.348,HARD,16.0,3.0,32.0,22.5,2023_Austria
ZHO,37.0,79.099,HARD,36.0,2.0,39.5,25.3,2023_Monaco
HAM,34.0,102.757,INTERMEDIATE,7.0,2.0,25.4,15.9,2024_Britain
ALB,51.0,89.916,MEDIUM,13.0,3.0,25.4,15.9,2024_Britain
RUS,23.0,96.954,HARD,12.0,2.0,23.5,18.2,2024_Bahrain
SAR,64.0,76.895,MEDIUM,7.0,3.0,47.25,21.6,2024_Monaco
PER,37.0,76.706,MEDIUM,4.0,3.0,39.5,25.3,2023_Monaco
HAM,70.0,75.638,HARD,20.0,3.0,47.25,21.6,2024_Monaco
PIA,8.0,97.956,SOFT,11.0,1.0,23.5,18.2,2024_Bahrain
RIC,39.0,95.475,SOFT,4.0,3.0,23.5,18.2,2024_Bahrain
NOR,12.0,85.001,MEDIUM,12.0,1.0,48.650000000000006,29.0,2023_Hungary
ZHO,25.0,97.883,HARD,16.0,2.0,23.5,18.2,2024_Bahrain
RUS,61.0,83.0,HARD,8.0,3.0,45.1,28.9,2024_Hungary
SAI,8.0,91.263,HARD,8.0,1.0,32.8,26.9,2023_Abu_Dhabi
PER,21.0,94.557,HARD,3.0,2.0,31.6,26.0,2023_Saudi_Arabia
STR,65.0,86.512,HARD,35.0,3.0,48.650000000000006,29.0,2023_Hungary
SAI,37.0,95.302,HARD,2.0,3.0,23.5,18.2,2024_Bahrain
PER,39.0,92.35,HARD,32.0,2.0,31.5,25.5,2024_Saudi_Arabia
HUL,14.0,96.821,HARD,3.0,2.0,31.6,26.0,2023_Saudi_Arabia
RUS,16.0,97.833,HARD,3.0,2.0,30.6,27.1,2023_Bahrain
LEC,56.0,88.657,HARD,21.0,3.0,32.8,26.9,2023_Abu_Dhabi
OCO,19.0,95.152,HARD,12.0,2.0,31.5,25.5,2024_Saudi_Arabia
GAS,28.0,88.972,HARD,28.0,1.0,45.1,28.9,2024_Hungary
SAR,22.0,77.483,HARD,2.0,2.0,39.5,25.3,2023_Monaco
TSU,18.0,95.367,HARD,11.0,2.0,31.5,25.5,2024_Saudi_Arabia
MAG,51.0,79.101,MEDIUM,9.0,4.0,31.75,22.2,2023_Spain
VER,29.0,146.57,HARD,6.0,3.0,29.9,18.7,2024_China
ZHO,31.0,85.594,HARD,24.0,2.0,45.1,28.9,2024_Hungary
HAM,30.0,89.486,HARD,30.0,1.0,31.3,26.8,2024_Abu_Dhabi
ALO,15.0,100.983,HARD,4.0,2.0,29.9,18.7,2024_China
HAM,29.0,77.372,MEDIUM,29.0,1.0,39.5,25.3,2023_Monaco
SAR,54.0,97.936,SOFT,14.0,4.0,30.6,27.1,2023_Bahrain
VER,26.0,92.94,HARD,8.0,2.0,31.6,26.0,2023_Saudi_Arabia
GAS,23.0,121.28,SOFT,23.0,1.0,28.2,17.9,2023_Belgium
LAW,14.0,90.795,MEDIUM,14.0,1.0,31.3,26.8,2024_Abu_Dhabi
VER,26.0,97.682,SOFT,12.0,2.0,30.6,27.1,2023_Bahrain
SAI,52.0,86.201,MEDIUM,19.0,2.0,39.5,25.3,2023_Monaco
SAI,4.0,85.316,SOFT,4.0,1.0,48.650000000000006,29.0,2023_Hungary
MAG,17.0,108.27,HARD,9.0,2.0,31.6,26.0,2023_Saudi_Arabia
ALO,14.0,102.212,SOFT,17.0,1.0,30.6,27.1,2023_Bahrain
STR,13.0,93.092,MEDIUM,13.0,1.0,25.4,15.9,2024_Britain
GAS,7.0,71.513,MEDIUM,7.0,1.0,46.5,29.5,2024_Austria
SAR,65.0,79.869,MEDIUM,8.0,3.0,47.25,21.6,2024_Monaco
NOR,55.0,78.382,HARD,55.0,2.0,47.25,21.6,2024_Monaco
SAI,15.0,84.981,SOFT,18.0,1.0,31.75,22.2,2023_Spain
RIC,53.0,88.742,HARD,22.0,3.0,32.8,26.9,2023_Abu_Dhabi
OCO,46.0,90.875,MEDIUM,8.0,5.0,25.4,15.9,2024_Britain
NOR,37.0,96.412,HARD,11.0,4.0,39.0,22.1,2024_Japan
SAR,5.0,72.73,MEDIUM,5.0,2.0,32.0,22.5,2023_Austria
ZHO,48.0,89.383,MEDIUM,11.0,3.0,32.8,26.9,2023_Abu_Dhabi
HAM,57.0,87.751,MEDIUM,24.0,2.0,31.3,26.8,2024_Abu_Dhabi
SAR,51.0,69.696,HARD,8.0,4.0,32.0,22.5,2023_Austria
ZHO,20.0,85.263,HARD,15.0,2.0,48.650000000000006,29.0,2023_Hungary
NOR,44.0,95.346,HARD,11.0,3.0,23.5,18.2,2024_Bahrain
MAG,9.0,94.577,MEDIUM,9.0,1.0,29.8,21.5,2023_Britain
ALO,7.0,77.505,HARD,8.0,1.0,39.5,25.3,2023_Monaco
RIC,50.0,83.549,HARD,22.0,3.0,45.1,28.9,2024_Hungary
ZHO,2.0,81.832,SOFT,2.0,1.0,31.75,22.2,2023_Spain
RUS,70.0,84.254,MEDIUM,24.0,3.0,48.650000000000006,29.0,2023_Hungary
GAS,38.0,89.506,HARD,24.0,2.0,31.3,26.8,2024_Abu_Dhabi
PER,33.0,82.536,MEDIUM,5.0,2.0,45.1,28.9,2024_Hungary
MAG,16.0,114.434,MEDIUM,11.0,2.0,28.2,17.9,2023_Belgium
ZHO,15.0,97.5,HARD,6.0,2.0,23.5,18.2,2024_Bahrain
TSU,42.0,78.189,MEDIUM,42.0,1.0,39.5,25.3,2023_Monaco
TSU,8.0,100.846,SOFT,8.0,1.0,30.6,27.1,2023_Bahrain
HAM,12.0,71.237,MEDIUM,12.0,1.0,46.5,29.5,2024_Austria
RIC,53.0,96.745,SOFT,18.0,3.0,23.5,18.2,2024_Bahrain
RUS,14.0,78.286,HARD,14.0,1.0,39.5,25.3,2023_Monaco
LEC,26.0,84.605,HARD,9.0,2.0,48.650000000000006,29.0,2023_Hungary
VER,37.0,77.273,MEDIUM,37.0,1.0,39.5,25.3,2023_Monaco
LEC,38.0,70.659,MEDIUM,23.0,3.0,32.0,22.5,2023_Austria
SAI,17.0,69.129,MEDIUM,2.0,3.0,32.0,22.5,2023_Austria
SAR,41.0,111.581,SOFT,7.0,4.0,28.2,17.9,2023_Belgium
TSU,64.0,71.743,HARD,20.0,3.0,46.5,29.5,2024_Austria
ALO,47.0,92.579,HARD,41.0,2.0,31.5,25.5,2024_Saudi_Arabia
SAR,58.0,89.379,HARD,17.0,3.0,32.8,26.9,2023_Abu_Dhabi
MAG,47.0,83.844,HARD,13.0,3.0,45.1,28.9,2024_Hungary
STR,51.0,76.982,SOFT,3.0,4.0,47.25,21.6,2024_Monaco
SAI,43.0,89.612,HARD,20.0,2.0,32.8,26.9,2023_Abu_Dhabi
