Driver,LapNumber,LapTime_Seconds,Compound,TyreLife,Stint,TrackTemp,AirTemp,Race
ZHO,33.0,86.843,HARD,26.0,2.0,45.1,28.9,2024_Hungary
ZHO,50.0,81.664,HARD,49.0,2.0,39.5,25.3,2023_Monaco
SAI,27.0,79.49,HARD,26.0,2.0,47.25,21.6,2024_Monaco
RUS,54.0,90.038,HARD,20.0,3.0,32.8,26.9,2023_Abu_Dhabi
HUL,65.0,79.416,MEDIUM,22.0,4.0,31.75,22.2,2023_Spain
ALO,38.0,97.297,HARD,23.0,2.0,23.5,18.2,2024_Bahrain
ZHO,40.0,93.736,MEDIUM,40.0,1.0,31.5,25.5,2024_Saudi_Arabia
SAR,6.0,86.082,MEDIUM,6.0,1.0,45.1,28.9,2024_Hungary
ALB,42.0,84.25,SOFT,24.0,2.0,41.150000000000006,24.1,2024_Spain
RUS,20.0,80.053,MEDIUM,19.0,2.0,47.25,21.6,2024_Monaco
LEC,34.0,77.461,HARD,34.0,1.0,39.5,25.3,2023_Monaco
ALO,40.0,100.693,SOFT,17.0,3.0,29.9,18.7,2024_China
RUS,52.0,80.241,HARD,16.0,3.0,41.150000000000006,24.1,2024_Spain
HUL,16.0,85.889,HARD,14.0,2.0,45.1,28.9,2024_Hungary
TSU,43.0,78.046,MEDIUM,43.0,1.0,39.5,25.3,2023_Monaco
SAR,10.0,103.684,SOFT,10.0,1.0,29.9,18.7,2024_China
ZHO,17.0,81.607,MEDIUM,8.0,2.0,41.150000000000006,24.1,2024_Spain
SAI,27.0,70.239,HARD,5.0,2.0,46.5,29.5,2024_Austria
ZHO,70.0,70.753,HARD,32.0,4.0,32.0,22.5,2023_Austria
SAI,55.0,78.661,HARD,54.0,2.0,47.25,21.6,2024_Monaco
RUS,24.0,89.922,MEDIUM,25.0,1.0,31.3,26.8,2024_Abu_Dhabi
HUL,6.0,76.991,HARD,5.0,2.0,39.5,25.3,2023_Monaco
SAI,36.0,93.539,HARD,21.0,2.0,31.6,26.0,2023_Saudi_Arabia
LEC,6.0,70.57,HARD,5.0,2.0,46.5,29.5,2024_Austria
BOT,46.0,92.948,SOFT,11.0,3.0,31.5,25.5,2024_Saudi_Arabia
RIC,20.0,91.085,HARD,13.0,2.0,32.8,26.9,2023_Abu_Dhabi
PER,37.0,94.808,HARD,4.0,4.0,39.0,22.1,2024_Japan
BOT,28.0,102.562,INTERMEDIATE,2.0,2.0,25.4,15.9,2024_Britain
HUL,40.0,101.593,HARD,17.0,3.0,29.9,18.7,2024_China
HUL,43.0,89.836,SOFT,7.0,3.0,25.4,15.9,2024_Britain
VER,38.0,96.297,HARD,2.0,3.0,30.6,27.1,2023_Bahrain
RIC,18.0,97.7,HARD,5.0,2.0,23.5,18.2,2024_Bahrain
GAS,42.0,100.024,MEDIUM,4.0,4.0,29.9,18.7,2024_China
MAG,38.0,101.36,MEDIUM,11.0,3.0,29.9,18.7,2024_China
BOT,14.0,83.687,HARD,14.0,2.0,32.0,22.5,2023_Austria
GAS,28.0,89.596,HARD,14.0,2.0,31.3,26.8,2024_Abu_Dhabi
VER,7.0,89.885,MEDIUM,7.0,1.0,31.3,26.8,2024_Abu_Dhabi
SAR,53.0,70.667,MEDIUM,5.0,4.0,46.5,29.5,2024_Austria
ZHO,54.0,88.022,HARD,15.0,3.0,31.3,26.8,2024_Abu_Dhabi
ALO,9.0,102.946,MEDIUM,9.0,1.0,29.9,18.7,2024_China
OCO,59.0,69.992,HARD,19.0,4.0,32.0,22.5,2023_Austria
PIA,21.0,83.474,HARD,4.0,2.0,45.1,28.9,2024_Hungary
DEV,29.0,71.521,HARD,17.0,3.0,32.0,22.5,2023_Austria
RUS,34.0,96.704,HARD,12.0,3.0,39.0,22.1,2024_Japan
RUS,31.0,69.936,MEDIUM,9.0,2.0,46.5,29.5,2024_Austria
PIA,52.0,78.214,HARD,52.0,2.0,47.25,21.6,2024_Monaco
RUS,11.0,95.4,MEDIUM,11.0,1.0,31.6,26.0,2023_Saudi_Arabia
PIA,36.0,80.911,HARD,19.0,2.0,31.75,22.2,2023_Spain
GAS,60.0,79.576,HARD,22.0,3.0,41.150000000000006,24.1,2024_Spain
GAS,48.0,95.411,SOFT,5.0,4.0,23.5,18.2,2024_Bahrain
SAI,16.0,116.159,MEDIUM,2.0,3.0,39.0,22.1,2024_Japan
RUS,18.0,93.072,SOFT,21.0,1.0,29.8,21.5,2023_Britain
TSU,48.0,83.9,MEDIUM,4.0,3.0,48.650000000000006,29.0,2023_Hungary
STR,30.0,101.467,HARD,15.0,2.0,30.6,27.1,2023_Bahrain
ZHO,43.0,80.578,HARD,42.0,2.0,47.25,21.6,2024_Monaco
HAM,58.0,78.688,SOFT,18.0,3.0,41.150000000000006,24.1,2024_Spain
RUS,31.0,96.776,HARD,9.0,3.0,39.0,22.1,2024_Japan
OCO,48.0,93.723,HARD,32.0,2.0,31.6,26.0,2023_Saudi_Arabia
ALB,20.0,78.47,HARD,2.0,2.0,39.5,25.3,2023_Monaco
ZHO,10.0,98.417,MEDIUM,10.0,1.0,31.5,25.5,2024_Saudi_Arabia
PIA,32.0,89.847,HARD,19.0,2.0,32.8,26.9,2023_Abu_Dhabi
SAI,44.0,77.76,MEDIUM,11.0,2.0,39.5,25.3,2023_Monaco
RIC,36.0,85.131,HARD,7.0,3.0,38.55,20.7,2024_Australia
DEV,6.0,101.125,SOFT,6.0,1.0,30.6,27.1,2023_Bahrain
LEC,52.0,83.243,MEDIUM,8.0,2.0,39.5,25.3,2023_Monaco
RUS,43.0,88.524,HARD,9.0,3.0,32.8,26.9,2023_Abu_Dhabi
ALO,25.0,135.201,SOFT,2.0,3.0,29.9,18.7,2024_China
HUL,41.0,95.947,HARD,8.0,4.0,39.0,22.1,2024_Japan
ALO,49.0,92.389,HARD,43.0,2.0,31.5,25.5,2024_Saudi_Arabia
ALB,24.0,85.74,HARD,19.0,2.0,48.650000000000006,29.0,2023_Hungary
SAI,54.0,82.584,HARD,13.0,3.0,48.650000000000006,29.0,2023_Hungary
ALO,11.0,101.147,SOFT,14.0,1.0,30.6,27.1,2023_Bahrain
RIC,47.0,95.831,SOFT,12.0,3.0,23.5,18.2,2024_Bahrain
HAM,25.0,114.977,HARD,4.0,3.0,29.9,18.7,2024_China
ZHO,17.0,80.669,HARD,16.0,2.0,39.5,25.3,2023_Monaco
DEV,13.0,88.203,HARD,1.0,3.0,32.0,22.5,2023_Austria
STR,43.0,74.734,MEDIUM,23.0,2.0,46.5,29.5,2024_Austria
RUS,37.0,79.68,MEDIUM,12.0,2.0,31.75,22.2,2023_Spain
LEC,58.0,69.649,MEDIUM,13.0,5.0,46.5,29.5,2024_Austria
STR,43.0,79.508,HARD,9.0,3.0,31.75,22.2,2023_Spain
ALB,46.0,70.913,HARD,7.0,3.0,46.5,29.5,2024_Austria
ALO,28.0,93.863,HARD,22.0,2.0,31.5,25.5,2024_Saudi_Arabia
OCO,5.0,93.21,SOFT,5.0,1.0,25.4,15.9,2024_Britain
HAM,52.0,79.702,HARD,2.0,3.0,47.25,21.6,2024_Monaco
VER,25.0,82.782,HARD,4.0,2.0,45.1,28.9,2024_Hungary
LEC,19.0,97.523,MEDIUM,18.0,2.0,39.0,22.1,2024_Japan
RIC,20.0,81.881,MEDIUM,4.0,2.0,41.150000000000006,24.1,2024_Spain
BOT,19.0,77.829,HARD,5.0,3.0,47.25,21.6,2024_Monaco
NOR,13.0,100.635,SOFT,16.0,1.0,23.5,18.2,2024_Bahrain
MAG,11.0,101.088,SOFT,11.0,1.0,23.5,18.2,2024_Bahrain
SAR,72.0,92.354,INTERMEDIATE,20.0,4.0,39.5,25.3,2023_Monaco
RIC,25.0,81.122,MEDIUM,9.0,2.0,41.150000000000006,24.1,2024_Spain
GAS,33.0,80.965,MEDIUM,32.0,2.0,47.25,21.6,2024_Monaco
HAM,39.0,84.801,HARD,23.0,2.0,45.1,28.9,2024_Hungary
TSU,75.0,74.992,HARD,75.0,2.0,47.25,21.6,2024_Monaco
GAS,41.0,99.758,MEDIUM,3.0,4.0,29.9,18.7,2024_China
STR,2.0,97.987,SOFT,2.0,1.0,23.5,18.2,2024_Bahrain
NOR,34.0,80.248,MEDIUM,12.0,3.0,31.75,22.2,2023_Spain
GAS,18.0,85.709,HARD,18.0,1.0,45.1,28.9,2024_Hungary
MAG,58.0,146.648,WET,2.0,2.0,39.5,25.3,2023_Monaco
RUS,36.0,82.852,MEDIUM,3.0,2.0,45.1,28.9,2024_Hungary
VER,58.0,102.808,INTERMEDIATE,3.0,2.0,39.5,25.3,2023_Monaco
STR,63.0,83.829,HARD,19.0,3.0,45.1,28.9,2024_Hungary
LEC,64.0,83.391,MEDIUM,24.0,3.0,45.1,28.9,2024_Hungary
HUL,50.0,83.851,HARD,21.0,3.0,45.1,28.9,2024_Hungary
GAS,23.0,80.419,MEDIUM,9.0,2.0,41.150000000000006,24.1,2024_Spain
STR,30.0,103.268,MEDIUM,4.0,4.0,29.9,18.7,2024_China
LEC,17.0,92.468,MEDIUM,17.0,1.0,32.8,26.9,2023_Abu_Dhabi
SAI,38.0,98.37,INTERMEDIATE,12.0,2.0,25.4,15.9,2024_Britain
RUS,58.0,88.82,HARD,24.0,3.0,32.8,26.9,2023_Abu_Dhabi
MAG,25.0,114.289,HARD,8.0,2.0,29.9,18.7,2024_China
STR,27.0,85.54,HARD,23.0,2.0,48.650000000000006,29.0,2023_Hungary
TSU,61.0,84.434,MEDIUM,17.0,3.0,48.650000000000006,29.0,2023_Hungary
SAR,30.0,80.946,HARD,13.0,2.0,31.75,22.2,2023_Spain
ALO,11.0,82.939,HARD,12.0,1.0,38.55,20.7,2024_Australia
HAM,59.0,69.869,MEDIUM,17.0,4.0,32.0,22.5,2023_Austria
RIC,44.0,112.265,MEDIUM,22.0,3.0,28.2,17.9,2023_Belgium
MAG,49.0,90.553,HARD,27.0,3.0,32.8,26.9,2023_Abu_Dhabi
MAG,14.0,100.786,MEDIUM,13.0,2.0,39.0,22.1,2024_Japan
ALB,59.0,70.046,HARD,18.0,4.0,32.0,22.5,2023_Austria
RUS,9.0,79.025,HARD,9.0,1.0,39.5,25.3,2023_Monaco
ALO,52.0,88.277,HARD,16.0,3.0,31.3,26.8,2024_Abu_Dhabi
ALB,9.0,71.599,MEDIUM,9.0,2.0,32.0,22.5,2023_Austria
NOR,65.0,98.818,INTERMEDIATE,11.0,3.0,39.5,25.3,2023_Monaco
SAI,45.0,79.325,HARD,4.0,3.0,31.75,22.2,2023_Spain
ALO,12.0,93.378,MEDIUM,12.0,1.0,32.8,26.9,2023_Abu_Dhabi
VER,40.0,70.217,HARD,17.0,2.0,46.5,29.5,2024_Austria
HUL,54.0,83.461,HARD,25.0,3.0,45.1,28.9,2024_Hungary
STR,41.0,84.046,HARD,11.0,3.0,48.650000000000006,29.0,2023_Hungary
LEC,54.0,88.778,HARD,19.0,3.0,32.8,26.9,2023_Abu_Dhabi
HAM,11.0,81.325,MEDIUM,10.0,2.0,47.25,21.6,2024_Monaco
ZHO,39.0,113.017,SOFT,14.0,3.0,28.2,17.9,2023_Belgium
MAG,4.0,97.098,MEDIUM,4.0,1.0,31.6,26.0,2023_Saudi_Arabia
RUS,22.0,92.568,SOFT,25.0,1.0,29.8,21.5,2023_Britain
SAR,9.0,82.787,SOFT,9.0,1.0,41.150000000000006,24.1,2024_Spain
LEC,44.0,70.543,MEDIUM,12.0,4.0,46.5,29.5,2024_Austria
DEV,15.0,96.017,MEDIUM,15.0,1.0,31.6,26.0,2023_Saudi_Arabia
MAG,46.0,89.66,SOFT,16.0,4.0,31.3,26.8,2024_Abu_Dhabi
MAG,46.0,70.453,HARD,13.0,4.0,32.0,22.5,2023_Austria
BOT,38.0,98.0,HARD,16.0,4.0,39.0,22.1,2024_Japan
SAR,47.0,96.729,SOFT,7.0,4.0,23.5,18.2,2024_Bahrain
RIC,49.0,83.645,HARD,21.0,3.0,45.1,28.9,2024_Hungary
HAM,64.0,69.933,MEDIUM,22.0,4.0,32.0,22.5,2023_Austria
TSU,7.0,100.998,SOFT,9.0,2.0,39.0,22.1,2024_Japan
VER,27.0,89.156,HARD,11.0,2.0,32.8,26.9,2023_Abu_Dhabi
BOT,19.0,99.632,HARD,13.0,3.0,39.0,22.1,2024_Japan
HUL,40.0,82.823,HARD,5.0,3.0,38.55,20.7,2024_Australia
HUL,43.0,92.752,HARD,10.0,2.0,31.5,25.5,2024_Saudi_Arabia
RUS,22.0,94.264,HARD,15.0,2.0,31.5,25.5,2024_Saudi_Arabia
GAS,38.0,98.108,HARD,13.0,3.0,30.6,27.1,2023_Bahrain
PIA,27.0,82.287,HARD,19.0,2.0,38.55,20.7,2024_Australia
LEC,11.0,71.141,HARD,10.0,2.0,46.5,29.5,2024_Austria
NOR,9.0,81.17,HARD,8.0,2.0,31.75,22.2,2023_Spain
MAG,45.0,97.126,SOFT,5.0,4.0,30.6,27.1,2023_Bahrain
ALO,20.0,98.729,MEDIUM,2.0,2.0,41.150000000000006,24.1,2024_Spain
ALB,52.0,81.554,HARD,51.0,2.0,47.25,21.6,2024_Monaco
RIC,73.0,78.512,HARD,73.0,2.0,47.25,21.6,2024_Monaco
SAR,40.0,93.547,HARD,33.0,2.0,31.5,25.5,2024_Saudi_Arabia
BOT,28.0,70.351,MEDIUM,7.0,3.0,32.0,22.5,2023_Austria
LEC,36.0,70.548,MEDIUM,21.0,3.0,32.0,22.5,2023_Austria
LEC,5.0,90.459,MEDIUM,5.0,1.0,32.8,26.9,2023_Abu_Dhabi
HAM,34.0,83.899,HARD,18.0,2.0,48.650000000000006,29.0,2023_Hungary
LEC,30.0,98.39,HARD,17.0,2.0,30.6,27.1,2023_Bahrain
ZHO,5.0,86.337,MEDIUM,8.0,1.0,48.650000000000006,29.0,2023_Hungary
HAM,3.0,85.427,MEDIUM,6.0,1.0,48.650000000000006,29.0,2023_Hungary
BEA,49.0,92.484,HARD,42.0,2.0,31.5,25.5,2024_Saudi_Arabia
VER,22.0,115.325,MEDIUM,8.0,2.0,28.2,17.9,2023_Belgium
TSU,11.0,81.289,HARD,11.0,2.0,47.25,21.6,2024_Monaco
RUS,39.0,97.495,HARD,8.0,3.0,30.6,27.1,2023_Bahrain
BOT,29.0,82.835,HARD,22.0,2.0,38.55,20.7,2024_Australia
LEC,54.0,77.357,HARD,53.0,2.0,47.25,21.6,2024_Monaco
LEC,38.0,92.632,HARD,31.0,2.0,31.5,25.5,2024_Saudi_Arabia
ALO,58.0,83.03,HARD,15.0,3.0,48.650000000000006,29.0,2023_Hungary
PIA,11.0,81.025,SOFT,13.0,1.0,31.75,22.2,2023_Spain
PIA,13.0,91.896,MEDIUM,13.0,1.0,25.4,15.9,2024_Britain
LEC,24.0,84.149,HARD,7.0,2.0,48.650000000000006,29.0,2023_Hungary
STR,48.0,79.749,HARD,12.0,3.0,41.150000000000006,24.1,2024_Spain
SAI,3.0,92.102,MEDIUM,3.0,1.0,25.4,15.9,2024_Britain
BOT,23.0,93.787,HARD,23.0,1.0,29.8,21.5,2023_Britain
BOT,7.0,82.832,MEDIUM,6.0,2.0,47.25,21.6,2024_Monaco
SAR,41.0,101.943,HARD,17.0,3.0,29.9,18.7,2024_China
ALO,69.0,90.361,SOFT,1.0,4.0,46.5,29.5,2024_Austria
ZHO,14.0,81.869,MEDIUM,5.0,2.0,41.150000000000006,24.1,2024_Spain
SAR,62.0,75.525,MEDIUM,5.0,3.0,47.25,21.6,2024_Monaco
SAI,23.0,133.108,HARD,6.0,2.0,29.9,18.7,2024_China
NOR,37.0,88.076,HARD,11.0,2.0,31.3,26.8,2024_Abu_Dhabi
MAG,19.0,103.505,MEDIUM,19.0,1.0,25.4,15.9,2024_Britain
PER,28.0,88.128,HARD,28.0,1.0,45.1,28.9,2024_Hungary
ALO,19.0,107.27,MEDIUM,19.0,1.0,25.4,15.9,2024_Britain
MAG,35.0,87.06,HARD,24.0,2.0,48.650000000000006,29.0,2023_Hungary
STR,47.0,96.298,HARD,20.0,3.0,23.5,18.2,2024_Bahrain
GAS,29.0,99.052,MEDIUM,13.0,3.0,39.0,22.1,2024_Japan
OCO,22.0,80.734,MEDIUM,9.0,2.0,41.150000000000006,24.1,2024_Spain
SAI,7.0,93.427,MEDIUM,7.0,1.0,29.8,21.5,2023_Britain
ALO,47.0,95.225,HARD,6.0,3.0,23.5,18.2,2024_Bahrain
HAM,53.0,75.339,HARD,32.0,2.0,46.5,29.5,2024_Austria
ALB,47.0,79.852,SOFT,4.0,3.0,41.150000000000006,24.1,2024_Spain
ZHO,53.0,97.141,HARD,25.0,3.0,23.5,18.2,2024_Bahrain
DEV,7.0,82.165,SOFT,7.0,1.0,31.75,22.2,2023_Spain
DEV,30.0,97.709,HARD,3.0,3.0,30.6,27.1,2023_Bahrain
VER,9.0,69.989,MEDIUM,9.0,2.0,32.0,22.5,2023_Austria
SAR,30.0,86.346,HARD,20.0,2.0,48.650000000000006,29.0,2023_Hungary
SAR,56.0,79.827,HARD,20.0,3.0,31.75,22.2,2023_Spain
GAS,69.0,96.097,INTERMEDIATE,15.0,3.0,39.5,25.3,2023_Monaco
HAM,39.0,77.293,HARD,8.0,2.0,39.5,25.3,2023_Monaco
VER,58.0,68.489,MEDIUM,9.0,4.0,32.0,22.5,2023_Austria
OCO,60.0,69.981,HARD,20.0,4.0,32.0,22.5,2023_Austria
RIC,44.0,83.982,HARD,16.0,3.0,45.1,28.9,2024_Hungary
BOT,38.0,80.07,HARD,38.0,1.0,39.5,25.3,2023_Monaco
SAI,6.0,82.572,MEDIUM,6.0,1.0,38.55,20.7,2024_Australia
BOT,59.0,70.699,HARD,19.0,4.0,32.0,22.5,2023_Austria
BOT,60.0,84.44,HARD,15.0,3.0,45.1,28.9,2024_Hungary
LEC,56.0,100.568,HARD,35.0,2.0,29.9,18.7,2024_China
NOR,30.0,78.403,HARD,30.0,2.0,47.25,21.6,2024_Monaco
VER,20.0,70.16,MEDIUM,20.0,2.0,32.0,22.5,2023_Austria
TSU,51.0,91.529,SOFT,13.0,3.0,25.4,15.9,2024_Britain
ALO,21.0,71.425,MEDIUM,11.0,2.0,46.5,29.5,2024_Austria
GAS,16.0,85.367,MEDIUM,16.0,1.0,38.55,20.7,2024_Australia
OCO,15.0,106.235,HARD,1.0,3.0,32.0,22.5,2023_Austria
PIA,33.0,89.777,HARD,20.0,2.0,32.8,26.9,2023_Abu_Dhabi
HAM,5.0,93.718,MEDIUM,5.0,1.0,29.8,21.5,2023_Britain
ALO,40.0,97.208,HARD,6.0,3.0,30.6,27.1,2023_Bahrain
RUS,7.0,128.836,MEDIUM,7.0,1.0,31.5,25.5,2024_Saudi_Arabia
STR,30.0,81.454,MEDIUM,14.0,2.0,41.150000000000006,24.1,2024_Spain
SAI,42.0,87.215,HARD,1.0,3.0,38.55,20.7,2024_Australia
HAM,23.0,79.788,MEDIUM,7.0,2.0,41.150000000000006,24.1,2024_Spain
ALB,36.0,81.479,SOFT,18.0,2.0,41.150000000000006,24.1,2024_Spain
PER,40.0,99.687,HARD,17.0,3.0,29.9,18.7,2024_China
LEC,4.0,102.22,MEDIUM,4.0,1.0,29.9,18.7,2024_China
GAS,42.0,78.559,HARD,42.0,1.0,39.5,25.3,2023_Monaco
ALB,45.0,92.564,HARD,38.0,2.0,31.5,25.5,2024_Saudi_Arabia
OCO,77.0,86.24,INTERMEDIATE,23.0,3.0,39.5,25.3,2023_Monaco
VER,67.0,92.921,INTERMEDIATE,12.0,2.0,39.5,25.3,2023_Monaco
HUL,50.0,90.2,HARD,17.0,3.0,32.8,26.9,2023_Abu_Dhabi
NOR,18.0,92.731,MEDIUM,18.0,1.0,29.8,21.5,2023_Britain
SAR,8.0,87.436,MEDIUM,8.0,1.0,45.1,28.9,2024_Hungary
PER,7.0,72.481,MEDIUM,7.0,1.0,46.5,29.5,2024_Austria
NOR,70.0,77.213,HARD,70.0,2.0,47.25,21.6,2024_Monaco
OCO,36.0,94.286,HARD,20.0,2.0,31.6,26.0,2023_Saudi_Arabia
RIC,12.0,96.095,HARD,5.0,2.0,31.5,25.5,2024_Saudi_Arabia
PIA,42.0,81.08,HARD,4.0,3.0,38.55,20.7,2024_Australia
ZHO,31.0,81.426,MEDIUM,22.0,2.0,41.150000000000006,24.1,2024_Spain
SAR,41.0,84.279,HARD,8.0,3.0,45.1,28.9,2024_Hungary
VER,13.0,93.144,HARD,6.0,2.0,31.5,25.5,2024_Saudi_Arabia
SAI,70.0,92.13,INTERMEDIATE,15.0,3.0,39.5,25.3,2023_Monaco
HUL,28.0,99.17,HARD,23.0,3.0,39.0,22.1,2024_Japan
SAR,13.0,83.105,SOFT,13.0,1.0,41.150000000000006,24.1,2024_Spain
VER,32.0,78.878,HARD,6.0,2.0,31.75,22.2,2023_Spain
ALO,25.0,97.423,MEDIUM,12.0,3.0,39.0,22.1,2024_Japan
MAG,34.0,112.789,MEDIUM,9.0,3.0,28.2,17.9,2023_Belgium
RUS,53.0,94.902,MEDIUM,17.0,4.0,39.0,22.1,2024_Japan
SAI,25.0,93.133,MEDIUM,25.0,1.0,29.8,21.5,2023_Britain
MAG,13.0,92.74,MEDIUM,13.0,1.0,25.4,15.9,2024_Britain
NOR,70.0,83.385,MEDIUM,29.0,3.0,48.650000000000006,29.0,2023_Hungary
GAS,16.0,79.989,MEDIUM,2.0,2.0,41.150000000000006,24.1,2024_Spain
ZHO,17.0,80.979,HARD,16.0,2.0,47.25,21.6,2024_Monaco
NOR,38.0,87.907,HARD,12.0,2.0,31.3,26.8,2024_Abu_Dhabi
RIC,47.0,93.323,HARD,40.0,2.0,31.5,25.5,2024_Saudi_Arabia
VER,57.0,96.373,HARD,21.0,3.0,30.6,27.1,2023_Bahrain
ALO,24.0,71.348,MEDIUM,14.0,2.0,46.5,29.5,2024_Austria
BOT,15.0,80.912,HARD,15.0,1.0,39.5,25.3,2023_Monaco
TSU,56.0,97.473,HARD,22.0,3.0,23.5,18.2,2024_Bahrain
ZHO,27.0,124.515,INTERMEDIATE,1.0,4.0,25.4,15.9,2024_Britain
PER,4.0,72.376,MEDIUM,4.0,2.0,32.0,22.5,2023_Austria
HAM,34.0,78.357,HARD,3.0,2.0,39.5,25.3,2023_Monaco
ZHO,25.0,115.24,HARD,1.0,2.0,29.8,21.5,2023_Britain
TSU,48.0,97.038,HARD,26.0,4.0,39.0,22.1,2024_Japan
ALB,68.0,84.98,HARD,39.0,3.0,45.1,28.9,2024_Hungary
PIA,36.0,95.005,HARD,35.0,2.0,31.6,26.0,2023_Saudi_Arabia
LEC,31.0,84.516,HARD,14.0,2.0,48.650000000000006,29.0,2023_Hungary
ALB,53.0,80.22,SOFT,10.0,3.0,41.150000000000006,24.1,2024_Spain
PER,27.0,92.891,HARD,9.0,2.0,31.6,26.0,2023_Saudi_Arabia
MAG,20.0,90.819,HARD,8.0,2.0,31.3,26.8,2024_Abu_Dhabi
PER,41.0,92.637,HARD,23.0,2.0,31.6,26.0,2023_Saudi_Arabia
BOT,13.0,84.851,HARD,9.0,2.0,48.650000000000006,29.0,2023_Hungary
RUS,8.0,81.436,SOFT,11.0,1.0,41.150000000000006,24.1,2024_Spain
RUS,41.0,78.308,MEDIUM,40.0,2.0,47.25,21.6,2024_Monaco
NOR,17.0,86.485,MEDIUM,17.0,1.0,45.1,28.9,2024_Hungary
LEC,33.0,95.878,HARD,7.0,3.0,39.0,22.1,2024_Japan
RUS,10.0,100.532,SOFT,13.0,1.0,30.6,27.1,2023_Bahrain
NOR,60.0,76.695,HARD,60.0,2.0,47.25,21.6,2024_Monaco
MAG,23.0,84.285,HARD,16.0,2.0,38.55,20.7,2024_Australia
SAI,59.0,77.134,HARD,58.0,2.0,47.25,21.6,2024_Monaco
ALB,35.0,72.367,HARD,23.0,2.0,46.5,29.5,2024_Austria
PER,3.0,90.469,MEDIUM,3.0,1.0,32.8,26.9,2023_Abu_Dhabi
OCO,21.0,99.736,INTERMEDIATE,2.0,2.0,25.4,15.9,2024_Britain
ZHO,40.0,79.119,HARD,4.0,3.0,31.75,22.2,2023_Spain
ALB,23.0,80.143,HARD,22.0,2.0,47.25,21.6,2024_Monaco
SAR,67.0,70.195,HARD,24.0,4.0,32.0,22.5,2023_Austria
STR,10.0,99.052,SOFT,9.0,2.0,39.0,22.1,2024_Japan
HUL,33.0,79.922,HARD,7.0,3.0,31.75,22.2,2023_Spain
STR,50.0,69.623,HARD,14.0,4.0,32.0,22.5,2023_Austria
RIC,13.0,103.016,MEDIUM,13.0,1.0,29.9,18.7,2024_China
NOR,44.0,78.906,HARD,44.0,2.0,47.25,21.6,2024_Monaco
RUS,55.0,78.133,SOFT,13.0,3.0,31.75,22.2,2023_Spain
SAR,21.0,80.849,HARD,21.0,2.0,47.25,21.6,2024_Monaco
ALB,52.0,96.218,HARD,16.0,3.0,23.5,18.2,2024_Bahrain
HUL,33.0,81.203,MEDIUM,21.0,2.0,41.150000000000006,24.1,2024_Spain
GAS,39.0,84.147,MEDIUM,20.0,2.0,31.75,22.2,2023_Spain
SAI,2.0,80.593,HARD,2.0,1.0,39.5,25.3,2023_Monaco
PER,6.0,71.22,MEDIUM,6.0,1.0,46.5,29.5,2024_Austria
NOR,8.0,98.134,SOFT,11.0,1.0,23.5,18.2,2024_Bahrain
MAG,44.0,70.68,HARD,11.0,4.0,32.0,22.5,2023_Austria
MAG,9.0,145.832,HARD,2.0,2.0,31.5,25.5,2024_Saudi_Arabia
ALB,16.0,85.546,HARD,11.0,2.0,48.650000000000006,29.0,2023_Hungary
RUS,7.0,91.663,MEDIUM,7.0,1.0,25.4,15.9,2024_Britain
LEC,20.0,92.189,MEDIUM,20.0,1.0,31.3,26.8,2024_Abu_Dhabi
OCO,3.0,102.807,MEDIUM,3.0,1.0,29.9,18.7,2024_China
RUS,50.0,88.623,HARD,24.0,2.0,31.3,26.8,2024_Abu_Dhabi
RIC,3.0,98.76,SOFT,6.0,1.0,23.5,18.2,2024_Bahrain
TSU,33.0,97.498,HARD,19.0,2.0,23.5,18.2,2024_Bahrain
RUS,43.0,69.659,MEDIUM,2.0,4.0,32.0,22.5,2023_Austria
HAM,17.0,94.811,MEDIUM,17.0,1.0,31.5,25.5,2024_Saudi_Arabia
SAR,36.0,94.576,HARD,29.0,2.0,31.5,25.5,2024_Saudi_Arabia
DEV,51.0,70.2,MEDIUM,14.0,4.0,32.0,22.5,2023_Austria
MAG,5.0,101.34,HARD,5.0,1.0,30.6,27.1,2023_Bahrain
OCO,25.0,85.529,HARD,19.0,2.0,45.1,28.9,2024_Hungary
PER,20.0,96.206,MEDIUM,5.0,3.0,39.0,22.1,2024_Japan
HUL,47.0,90.035,HARD,14.0,3.0,32.8,26.9,2023_Abu_Dhabi
STR,29.0,104.547,MEDIUM,3.0,4.0,29.9,18.7,2024_China
TSU,39.0,78.338,MEDIUM,39.0,1.0,39.5,25.3,2023_Monaco
VER,15.0,92.249,MEDIUM,15.0,1.0,25.4,15.9,2024_Britain
VER,21.0,95.617,MEDIUM,5.0,3.0,39.0,22.1,2024_Japan
OCO,2.0,82.017,SOFT,5.0,1.0,41.150000000000006,24.1,2024_Spain
STR,54.0,96.693,HARD,27.0,3.0,23.5,18.2,2024_Bahrain
LEC,26.0,93.51,HARD,19.0,2.0,31.5,25.5,2024_Saudi_Arabia
RUS,38.0,82.814,MEDIUM,5.0,2.0,45.1,28.9,2024_Hungary
LEC,50.0,100.337,HARD,29.0,2.0,29.9,18.7,2024_China
TSU,16.0,80.847,HARD,16.0,2.0,47.25,21.6,2024_Monaco
SAI,69.0,95.394,INTERMEDIATE,14.0,3.0,39.5,25.3,2023_Monaco
STR,6.0,115.063,MEDIUM,6.0,1.0,28.2,17.9,2023_Belgium
STR,44.0,81.992,HARD,8.0,3.0,38.55,20.7,2024_Australia
